"RecNo","ExtractedBy","Author","Year","FocalSpC","FocalSpL","MultiplePred","PredSpC","PredSpL","PredGuild","PredTo","Setting","Treatment","Season","Design","TreatmentDuration","duration_days","ResponsePeriod","ControlType","Sex","Age","N","Nobs","NTreat","Ncontrol","SubjectID","ResponseID","Type","Category","SubCategory","ResponseDetails","PredictedDirection","Direction","d","l_95","u_95","v","Calculation","Control_mean","Control_se","Control_sd","Treatment_mean","Treatment_se","Treatment_sd","control_median","control_lowerquartile","control_upperquartile","treament_median","treament_lowerquartile","treatment_upperquartile","Beta_estimate","Beta_se","Beta_sd","l95CI","U95CI","SE","t","T","Z","F","Wald","X2","H","U","p","Details","FocalSpL_corrected"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AV","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","141","Behaviour","AntiPredator","Mobbing","alarm calling rate",1,1,1.0554,0.2014,1.9094,0.189872,"means and se from figure 2a",0.9661,0.3487,NA,3.9007,1.1332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2.05,NA,NA,NA,NA,NA,NA,"0.044","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AVM","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","141","Behaviour","AntiPredator","Mobbing","alarm calling rate",1,1,1.6405,0.7155,2.5655,0.222736,"means and se from figure 2a",0.9661,0.3487,NA,5.2082,1.046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.85,NA,NA,NA,NA,NA,NA,"<0.001","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","V","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","142","Behaviour","Intake","Foraging","Foraging rate",-1,1,-0.6643,-2.5927,-0.7359,0.224373,"means and se from figure 2b",0.7808,0.0295,NA,0.3344,0.1105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-4.83,NA,NA,NA,NA,NA,NA,"<0.001","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","VM","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","142","Behaviour","Intake","Foraging","Foraging rate",-1,1,-4.585,-6.1091,-3.061,0.604634,"means and se from figure 2b",0.7808,0.0295,NA,0.1002,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-8.24,NA,NA,NA,NA,NA,NA,"<0.001","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AV","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","142","Behaviour","Intake","Foraging","Foraging rate",-1,1,-2.557,-3.6356,-1.4783,0.302878,"means and se from figure 2b",0.7808,0.0295,NA,0.1797,0.0958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-7.38,NA,NA,NA,NA,NA,NA,"<0.001","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AVM","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","142","Behaviour","Intake","Foraging","Foraging rate",-1,1,-2.6355,-3.7292,-1.5418,0.311371,"means and se from figure 2b",0.7808,0.0295,NA,0.2048,0.0884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",-7.17,NA,NA,NA,NA,NA,NA,"<0.001","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","V","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","143","Behaviour","AntiPredator","Vigilance","scanning rate",1,1,0.1436,-0.6575,0.9448,0.167097,"means and se from figure 2c",0.1777,0.0308,NA,0.2134,0.1014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.18,NA,NA,NA,NA,NA,NA,"0.856","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","VM","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","143","Behaviour","AntiPredator","Vigilance","scanning rate",1,1,-0.0481,-0.8483,0.7522,0.166715,"means and se from figure 2c",0.1777,0.0308,NA,0.1696,0.0649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.54,NA,NA,NA,NA,NA,NA,"0.593","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AV","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","143","Behaviour","AntiPredator","Vigilance","scanning rate",1,1,0.1773,-0.6244,0.9791,0.167322,"means and se from figure 2c",0.1777,0.0308,NA,0.2037,0.0544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.72,NA,NA,NA,NA,NA,NA,"0.471","","Parus_caeruleus"
"679","KJM","Carlson",2017,"blue tit","Cyanistes caeruleus","N","sparrowhawk","Accipiter nisus","Bird","A","Field","AVM","non-breeding","within","30 minutes",0.041666667,"during","disturbance","both","A",24,24,12,12,"147","143","Behaviour","AntiPredator","Vigilance","scanning rate",1,1,0.0511,-0.7492,0.8513,0.166721,"means and se from figure 2c",0.1777,0.0308,NA,0.189,0.0892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",0.2,NA,NA,NA,NA,NA,NA,"0.84","","Parus_caeruleus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Merlin","Falco columbarius","Bird","A","Field","V","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",9,18,9,9,"21","83","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,-3.1853,-4.5769,-1.7938,0.504065,"Fig1a - dstance 0",4.2059,0.592679,NA,0.0639,0.026735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Merlin","Falco columbarius","Bird","A","Field","V","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",8,16,8,8,"21","83","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,-2.2511,-3.4319,-1.0703,0.362984,"fig 1a - distnace 6",2.7631,0.613724,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Merlin","Falco columbarius","Bird","A","Field","V","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",8,16,8,8,"21","83","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,-1.8287,-2.9289,-0.7285,0.315117,"figure 1a -distance 10",2.1828,0.578724,NA,0.0639,0.026735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Eastern Screech-Owl","Megascops asio","Bird","A","Field","A","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",9,18,9,9,"21","84","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,0.7973,-0.1627,1.7572,0.239879,"Fig1b-distance 0",3.5326,0.589235,NA,4.7554,0.490791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Eastern Screech-Owl","Megascops asio","Bird","A","Field","A","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",8,16,8,8,"21","84","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,-0.0178,-0.9417,0.9062,0.222231,"figure 1b - distance 6",2.6033,0.619719,NA,2.5761,0.449184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Black-capped chickadee","Poecile atricapillus","N","Eastern Screech-Owl","Megascops asio","Bird","A","Field","A","non-breeding","within","5 min",0.006944444,"during","Blank","both","A",8,16,8,8,"21","84","Behaviour","Intake","Foraging","NFeederVisitsPerIndividual",-1,1,-0.7892,-1.7485,0.17,0.239525,"figure1b - distance 10",3.1033,0.579541,NA,1.0976,0.417321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","used number of feeders as sample size","Parus_atricapillus"
"680","JDAT/KJM","Desrochers",2002,"Red-eyed vireo","Vireo olivaceus","N","Eastern Screech-Owl","Megascops asio","Bird","A","Field","A","breeding","within","2 min",0.006944444,"during","NonPred","M","A",18,36,18,18,"22","85","Behaviour","AntiPredator","Mobbing","PropApproachSpeaker",1,1,-0.1435,-0.7977,0.5107,0.111397,"figure 2- gap",0.7638,0.096837,NA,0.7096,0.086046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","sample size not specied for each bar - use minimum sample size of 18 ","Vireo_olivaceus"
"680","JDAT/KJM","Desrochers",2002,"Red-eyed vireo","Vireo olivaceus","N","Eastern Screech-Owl","Megascops asio","Bird","A","Field","A","breeding","within","2 min",0.006944444,"during","NonPred","M","A",18,36,18,18,"22","85","Behaviour","AntiPredator","Mobbing","PropApproachSpeaker",1,1,0.4414,-0.2198,1.1027,0.113817,"figure 2- woodland",0.8346,0.086046,NA,0.954,0.034694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","sample size not specied for each bar - use minimum sample size of 18 ","Vireo_olivaceus"
"691","KJM","Schneider",2015,"Brown thornbill","Acanthiza pusilla","N","collared sparrowhawk","Accipiter cirrhocephalus","Bird","A","Field","AV","breeding","within","45 minutes",0.0625,"during","NonPred","both","A",22,44,22,22,"125","292","Behaviour","ParentalCare","Provisioning","provisioning rate",-1,1,-0.6418,-1.2478,-0.0358,0.09559,"estimate and se in table 1",3.7,0.85,NA,1.2,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-2.9",NA,NA,NA,NA,NA,NA,NA,"0.004","","Acanthiza_pusilla"
"691","KJM","Schneider",2015,"Brown thornbill","Acanthiza pusilla","N","grey currawong","Strepera versicolor","Bird","N","Field","AV","breeding","within","45 minutes",0.0625,"during","NonPred","both","A",22,44,22,22,"125","292","Behaviour","ParentalCare","Provisioning","provisioning rate",-1,1,-0.6418,-1.2478,-0.0358,0.09559,"estimate and se in table 1",3.7,0.85,NA,1.2,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-3",NA,NA,NA,NA,NA,NA,NA,"0.003","","Acanthiza_pusilla"
"691","KJM","Schneider",2015,"Brown thornbill","Acanthiza pusilla","N","collared sparrowhawk","Accipiter cirrhocephalus","Bird","A","Field","AV","breeding","within","45 minutes",0.0625,"during","NonPred","both","A",22,44,22,22,"125","293","Behaviour","AntiPredator","Mobbing","alarm calling: number of calls per 45 min",1,1,1.9214,1.207,2.6358,0.13286,"estimate and se in main text",40.8,7.7,NA,222.2,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Acanthiza_pusilla"
"691","KJM","Schneider",2015,"Brown thornbill","Acanthiza pusilla","N","grey currawong","Strepera versicolor","Bird","N","Field","AV","breeding","within","45 minutes",0.0625,"during","NonPred","both","A",22,44,22,22,"125","293","Behaviour","AntiPredator","Mobbing","alarm calling: number of calls per 45 min",1,1,0.9225,0.3009,1.5441,0.100579,"estimate and se in main text",40.1,7.7,NA,151.9,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Acanthiza_pusilla"
"700","KJM","Martinez",2021,"Bluish-slate antshrike","Thamnomanes schisogynus","N","","","NS","","Field","A","non-breeding","among","30 seconds",0.000694444,"during","NonPred","both","A",16,16,8,8,"132","294","Behaviour","AntiPredator","Vigilance","latency to respond to treatment",1,-1,-0.9553,-1.9896,0.0791,0.2785,"calculated from raw data",30,NA,0,21.125,NA,13.13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Thamnomanes_schistogynus"
"724","KJM","Noguera",2019,"Yellow-legged gull","Larus michahellis","N","American mink","Neovison vison","Mammal","N","Field","A","breeding","among","7 days",7,"after","Blank","both","E",49,49,24,25,"112","210","LifeHistory","Phenology","DevelopmentalTime","development rate: time to hatching",1,1,0.4823,-0.0859,1.0505,0.084041,"Fig 2",27.67978,0.365169,NA,28.38202,0.224719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,4.8,NA,NA,NA,NA,"0.036","","Larus_michahellis"
"724","KJM","Noguera",2019,"Yellow-legged gull","Larus michahellis","N","American mink","Neovison vison","Mammal","N","Field","A","breeding","among","7 days",7,"after","Blank","both","E",44,44,22,22,"112","211","Physiology","Hormones","Corticosterone","plasma costicosterone",1,1,0.6193,0.0144,1.2243,0.095268,"Fig 2",26.25,2.953125,NA,35.10938,3.28125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Larus_michahellis"
"724","KJM","Noguera",2019,"Yellow-legged gull","Larus michahellis","N","American mink","Neovison vison","Mammal","N","Field","A","breeding","among","7 days",7,"after","Blank","both","E",39,39,20,19,"112","212","Behaviour","AntiPredator","Avoidance","antipredator response: time to crouch",1,-1,-0.7474,-1.3968,-0.098,0.11,"Fig 2",16.875,3.75,NA,4.453125,3.984375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Larus_michahellis"
"724","KJM","Noguera",2019,"Yellow-legged gull","Larus michahellis","N","American mink","Neovison vison","Mammal","N","Field","A","breeding","among","7 days",7,"after","Blank","both","E",40,40,20,20,"112","213","Physiology","Condition","Growth","tarsus length",-1,1,-0.3599,-0.9847,0.2649,0.101619,"Fig 3",32.23722,0.439522,NA,31.6512,0.293015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Larus_michahellis"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","latencency to resume incubation",-1,-1,-0.1808,-0.9826,0.621,0.167347,"means and se from Fig 1",10.85861,1.892031,NA,9.891465,11.357326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","latencency to resume incubation",-1,-1,-0.7143,-1.5394,0.111,0.177295,"means and se from Fig 1",10.85861,1.892031,NA,7.691517,1.316195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","latencency to resume incubation",-1,-1,0.2775,-0.5265,1.0815,0.168271,"means and se from Fig 1",10.85861,1.892031,NA,12.66838,2.426735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","incubation bout length",-1,1,-0.5976,-1.4154,0.2202,0.174107,"means and se from Fig 1",49.71867,7.365729,NA,38.36317,3.375959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","incubation bout length",-1,1,-0.9701,-1.816,-0.1242,0.18273,"means and se from Fig 1",49.71867,7.365729,NA,29.7682,4.757033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","295","Behaviour","ParentalCare","Incubation","incubation bout length",-1,1,-0.4145,-1.2232,0.3942,0.170246,"means and se from Fig 1",49.71867,7.365729,NA,40.2046,6.445013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to return to nest (nestling phase)",-1,-1,0.4453,-0.3647,1.2553,0.170798,"means and sefrom Fig 2",6.826241,0.868794,NA,8.253546,1.054965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to nest",-1,-1,-0.1805,-0.9823,0.6213,0.167345,"means and sefrom Fig 2",6.826241,0.868794,NA,6.62773,0.992908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to nest",-1,-1,1.0938,0.2359,1.9517,0.191591,"means and sefrom Fig 2",6.826241,0.868794,NA,14.02482,2.66844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","M","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to nest",-1,-1,0.1542,-0.6828,0.9912,0.182359,"means and sefrom Fig 2",18.55496,4.654255,NA,20.66489,3.971631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","M","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to nest",-1,-1,-0.5108,-1.3601,0.3384,0.187749,"means and sefrom Fig 2",18.55496,4.654255,NA,11.79078,3.661348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","M","A",12,24,12,12,"123","296","Behaviour","ParentalCare","Provisioning","latency to return to nest",-1,-1,0.5957,-0.2583,1.4498,0.189884,"means and sefrom Fig 2",18.55496,4.654255,NA,27.92553,5.274823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","297","Behaviour","ParentalCare","Incubation","brooding length (min)",-1,1,-0.1715,-0.9731,0.6301,0.167279,"means and sefrom Fig 2",20.50296,5.059172,NA,17.92899,4.393491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","297","Behaviour","ParentalCare","Incubation","brooding length (min)",-1,1,-0.502,-1.3146,0.3107,0.171916,"means and sefrom Fig 2",20.50296,5.059172,NA,13.57988,3.594675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","297","Behaviour","ParentalCare","Incubation","brooding length (min)",-1,1,-0.3929,-1.2007,0.415,0.169882,"means and sefrom Fig 2",20.50296,5.059172,NA,14.68935,4.260355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Blue Jay","Cyanocitta cristata","Bird","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","298","Behaviour","ParentalCare","Provisioning","provisioni rate (feeds per hour)",-1,1,0.368,-0.4389,1.1749,0.169488,"means and se from fig 3",2.581858,0.643805,NA,3.404867,0.70354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Eastern Chipmunk","Tamias striatus","Mammal","N","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","298","Behaviour","ParentalCare","Provisioning","provisioni rate (feeds per hour)",-1,1,0.3512,-0.4551,1.1575,0.169236,"means and se from Fig 3",2.581858,0.643805,NA,3.238938,0.471239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
"770","KJM","Schaef",2012,"Hooded warbler","Setophaga citrina","N","Coopers Hawk","Accipiter cooperii","Bird","A","Field","A","breeding","within","10.5 minutes",0.014583333,"during","NonPred","F","A",12,24,12,12,"123","298","Behaviour","ParentalCare","Provisioning","provisioni rate (feeds per hour)",-1,1,0.039,-0.7612,0.8392,0.166698,"means and se from Fig 3",2.581858,0.643805,NA,2.654867,0.471239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"","","Wilsonia_citrina"
