complete,RecNo,ExtractedBy,Author,Year,FocalSpC,FocalSpL,MultiplePred,PredSpC,PredSpL,PredGuild,PredTo,Setting,Treatment,Season,Design,TreatmentDuration,duration_days,ResponsePeriod,ControlType,Sex,Age,N,Nobs,NTreat,Ncontrol,SubjectID,ResponseID,Type,Category,SubCategory,ResponseDetails,PredictedDirection,Direction,d,l_95,u_95,v,Calculation,Control_mean,Control_se,Control_sd,Treatment_mean,Treatment_se,Treatment_sd,control_median,control_lowerquartile,control_upperquartile,treament_median,treament_lowerquartile,treatment_upperquartile,Beta_estimate,Beta_se,Beta_sd,l95CI,U95CI,SE,t,T,Z,F,Wald,X2,H,U,p,Details
y,60,KJM,Coslovsky,2011,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,10 days,10,during,NonPred,F,A,46,46,25,21,111,250,LifeHistory,reproduction,Nestlings,brood size at hatching,-1,1,-0.0688,-0.6492,0.5115,0.0877,"means and sd, Table1",7.04,,1.42,7.04,,1.48,,,,,,,,,,,,,,,,,,,,,,
y,60,KJM,Coslovsky,2011,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,10 days,10,during,NonPred,F,A,46,46,25,21,111,251,LifeHistory,reproduction,EggSize,mean egg mass,-1,1,-0.2866,-0.8697,0.2965,0.0885,"means and sd, Table1",1.6,,0.11,1.57,,0.1,,,,,,,,,,,,,,,,,,,,,,
y,60,KJM,Coslovsky,2011,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,10 days,10,after,NonPred,F,A,46,46,25,21,111,252,Behaviour,ParentalCare,Provisioning,feeding rate (events/hr),-1,1,-0.1008,-0.6762,0.4746,0.0862,"means and sd, Table1",19.6,,9.39,18.83,,5.88,,,,,,,,,,,,,,,,,,,,,,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,F,A,114,114,56,58,122,253,LifeHistory,Phenology,LayDate,laying date,1,1,-0.1611,-0.5289,0.2067,0.0352,"t statistic, table 1",,,,,,,,,,,,,-1.18,1.32,,,,,-0.86,,,,,,,,0.79,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,F,A,114,114,56,58,122,254,LifeHistory,reproduction,ClutchSize,clutch size,-1,1,0.045,-0.3223,0.4122,0.0351,"t statistic, table 1",,,,,,,,,,,,,0.08,0.35,,,,,0.24,,,,,,,,0.99,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,both,N,93,93,51,42,122,255,Physiology,Condition,Mass,body mass (g),-1,1,-0.0688,-0.4773,0.3398,0.0434,"t statistic, table 2",,,,,,,,,,,,,-0.05,0.14,,,,,-0.33,,,,,,,,0.98,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,F,A,87,87,46,41,122,256,Behaviour,ParentalCare,Incubation,hours incubating per day,-1,1,-0.1138,-0.5351,0.3075,0.0462,"t statistic, table 2",,,,,,,,,,,,,-0.12,0.24,,,,,-0.53,,,,,,,,0.94,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,M,A,83,83,47,36,122,257,Behaviour,ParentalCare,Incubation,incubation feeds to female,-1,1,0.5161,0.0749,0.9572,0.0507,"t statistic, table 2",,,,,,,,,,,,,4.97,2.14,,,,,2.33,,,,,,,,0.068,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,F,A,91,91,50,41,122,258,Behaviour,ParentalCare,Provisioning,provisioning rate,-1,1,0.2613,-0.1534,0.6759,0.0448,"t statistic, table 2",,,,,,,,,,,,,14.29,11.53,,,,,1.24,,,,,,,,0.54,
y,61,KJM,Santema,2019,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,A,breeding,among,68 days,68,during,NonPred,M,A,89,89,49,40,122,258,Behaviour,ParentalCare,Provisioning,provisioning rate,-1,1,0.7224,0.2915,1.1533,0.0483,"t statistic, table 2",,,,,,,,,,,,,37.54,11.08,,,,,3.39,,,,,,,,0.003,
y,72,KJM,Grade,2021,House wren,Troglodytes aedon,Y,,,Bird,A,Field,A,breeding,among,16 days,16,during,NonPred,both,A,288,288,144,144,113,259,Physiology,Condition,Growth,nestling body mass on day 12 (measure of parental investment),-1,1,-0.4384,-0.6721,-0.2047,0.0142,text,,,,,,,,,,,,,,,,,,,-3.72,,,,,,,,0.01,
y,97,KJM,Niederhauser,2014,Florida scrub-jay,Aphelocoma coerulescents,Y,,,mixed,B,Field,V,breeding,among,2 days,2,after,blank,F,A,24,24,12,12,135,260,Behaviour,ParentalCare,Incubation,parental care: PCA of proportion time at the nest and frequency of on- and off-bouts by female (overall),-1,1,1.1762,0.3096,2.0427,0.1955,exact p-value,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,0.007,
y,97,KJM,Niederhauser,2014,Florida scrub-jay,Aphelocoma coerulescents,Y,,,mixed,B,Field,V,breeding,among,2 days,2,after,blank,both,N,24,24,12,12,135,261,Behaviour,Intake,Begging,begging rate,-1,1,-0.4519,-1.2622,0.3584,0.170922,means and se pulled from Figure 2,4.612637,0.1135234,,4.69011,0.176609,,,,,,,,,,,,,,,,,,,,,,,
y,114,KJM,Stelbrink,2019,Wood warbler,Phylloscopus sibilatrix,Y,,,mixed,B,Field,A,breeding,among,3 months,90,after,NonPred,both,A,30,30,15,15,129,262,Behaviour,AntiPredator,Avoidance,settlement probability,1,-1,0,-0.7157,0.7157,0.1333,direct from text : means and sd.,0.67,,0.49,0.67,,0.49,,,,,,,,,,,,,,,,,,,,,,
y,114,KJM,Stelbrink,2019,Wood warbler,Phylloscopus sibilatrix,Y,,,mixed,B,Field,A,breeding,among,3 months,90,after,NonPred,both,A,30,30,15,15,129,262,Behaviour,AntiPredator,Avoidance,number of territories,1,-1,0,-0.7157,0.7157,0.1333,direct from text : means and sd.,0.9,,0.8,0.9,,0.8,,,,,,,,,,,,,,,,,,,,,,
y,114,KJM,Stelbrink,2019,Wood warbler,Phylloscopus sibilatrix,Y,,,mixed,B,Field,A,breeding,among,3 months,90,after,NonPred,F,A,15,15,8,6,129,263,LifeHistory,reproduction,ClutchSize,mean clutch size,-1,1,0.6713,-0.416,1.7586,0.307761,"means and se extracted from Figure 4, ES calculator",5.79638009,0.307045895,,6.239819005,0.242404654,,,,,,,,,,,,,,,,,,,,,,,
y,114,KJM,Stelbrink,2019,Wood warbler,Phylloscopus sibilatrix,Y,,,mixed,B,Field,A,breeding,among,3 months,90,after,NonPred,both,A,19,19,12,7,129,263,LifeHistory,reproduction,Nestlings,mean number of fledglings,-1,1,-0.3294,-1.3949,0.7361,0.295541,"means and se extracted from Figure 4, ES calculator",3.712121212,1.122835498,,2.929924242,0.859036797,,,,,,,,,,,,,,,,,,,,,,,
y,144,KJM,Coslovsky,2012,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,10 days,10,during,NonPred,F,A,44,44,22,22,110,265,LifeHistory,reproduction,EggSize,Egg mass,-1,1,0.3021,-0.2922,0.8964,0.0919,F statistic,,,,,,,,,,,,,,,,,,,,,,1.004,,,,,0.319,
y,144,KJM,Coslovsky,2012,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,10 days,10,during,NonPred,F,A,44,44,22,22,110,265,LifeHistory,reproduction,ClutchSize,clutch size,-1,1,-0.173,-0.7655,0.4186,0.0913,F statistic,8.9,,1.3,8.7,,1.6,,,,,,,,,,,,,,,,0.331,,,,,0.568,
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,A,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,latency to resume feeding,-1,-1,0.0812,-0.2308,0.3932,0.025337,Table 1,6.49,0.211734694,,6.64,0.206632653,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,V,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,latency to resume feeding,-1,-1,0.5737,0.2555,0.8919,0.026358,Table 1,6.49,0.211734694,,7.55,0.971938776,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,AV,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,latency to resume feeding,-1,-1,0.5027,0.1859,0.8194,0.026116,Table 1,6.49,0.211734694,,7.43,0.211734694,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,A,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,feeding rate,-1,1,-0.3074,-0.621,0.0063,0.025615,Table 1,19.61,1.18622449,,16.37,1.18622449,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,V,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,feeding rate,-1,1,-0.2389,-0.5519,0.0741,0.025497,Table 1,19.61,1.18622449,,17.11,1.183673469,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,145,KJM,Arteaga-Torres,2020,Black-capped chickadee,Poecile atricapillus,N,Merlin,Falco columbarius,Bird,A,Field,AV,non-breeding,within,months,90,after,disturbance,both,A,79,951,79,79,136,266,Behaviour,Intake,Foraging,feeding rate,-1,1,-0.2351,-0.548,0.0779,0.025491,Table 1,19.61,1.18622449,,17.11,1.221938776,,,,,,,,,,,,,,,,,,,,,,,"there were signicant interactions in models, but all variables centered so that estimate is for average sex and average temperature"
y,169,KJM,Santema,2020,Blue tit,Cyanistes caeruleus,y,,,Bird,A,Field,V,breeding,among,days,2,during,NonPred,F,A,126,126,62,64,119,268,Behaviour,CostlyBehaviours,Activity,latency to emerge from nestbox,-1,-1,0.4269,0.0737,0.7801,0.0325,z statistic,,,,,,,,,,,,,21.18,3.69,,,,,,,5.74,,,,,,<0.001,
y,169,KJM,Santema,2020,Blue tit,Cyanistes caeruleus,y,,,Bird,A,Field,V,breeding,among,days,2,during,NonPred,F,A,126,126,62,64,119,271,Behaviour,AntiPredator,Avoidance,latency to return to nestbox,1,-1,0.2933,-0.0578,0.6445,0.0321,z statistic,,,,,,,,,,,,,1.13,0.42,,,,,,,2.71,,,,,,0.009,
y,169,KJM,Santema,2020,Blue tit,Cyanistes caeruleus,y,,,Bird,A,Field,V,breeding,among,days,2,during,NonPred,F,A,126,126,62,64,119,269,LifeHistory,Phenology,LayDate,first egg day,1,1,0.1782,-0.1718,0.5291,0.0319,z statistic,,,,,,,,,,,,,0.59,0.58,,,,,,,1,,,,,,0.32,
y,169,KJM,Santema,2020,Blue tit,Cyanistes caeruleus,y,,,Bird,A,Field,V,breeding,among,days,2,during,NonPred,F,A,126,126,62,64,119,270,LifeHistory,reproduction,ClutchSize,clutch size,-1,1,-0.1491,-0.4988,0.2007,0.0318,z statistic,,,,,,,,,,,,,-0.21,0.3,,,,,,,-0.7,,,,,,0.49,
y,169,KJM,Santema,2020,Blue tit,Cyanistes caeruleus,y,,,Bird,A,Field,V,breeding,among,days,2,during,NonPred,M,A,126,126,62,64,119,271,Behaviour,AntiPredator,Avoidance,probility of visiting nestbox within an hour of treatment,1,-1,-0.284,-0.635,0.067,0.0321,z statistic,,,,,,,,,,,,,-1.51,0.59,,,,,,,-2.54,,,,,,0.011,
y,185,KJM,Kobiela,2015,Zebra finch,Taeniopygia guttata,Y,,,Bird,A,lab,AV,non-breeding,within,1 hour,0.083333333,during,Blank,F,A,39,39,39,39,130,272,Behaviour,Intake,Foraging,latency to forage after lights on,-1,-1,0.6705,0.2144,1.1267,0.054164,means and se from text,22.3,3.5,,37.4,3.8,,,,,,,,,,,,,,,,,,,,,,,"moderate risk treatment = control (i.e., the same as predator presation minus the cues of predation). Low risk = different context (cover location)."
y,185,KJM,Kobiela,2015,Zebra finch,Taeniopygia guttata,Y,,,Bird,A,lab,AV,non-breeding,within,1 hour,0.083333333,during,Blank,F,A,39,39,39,39,130,273,Behaviour,AntiPredator,Avoidance,proportion of time spend in protective cover,1,1,1.0174,0.3504,1.6845,0.115836,"eS calculator, t-test",53.5,5.3,,61.7,4.3,,,,,,,,,,,,,,,3.21,,,,,,,0.003,"moderate risk treatment = control (i.e., the same as predator presation minus the cues of predation). Low risk = different context (cover location)."
y,185,KJM,Kobiela,2015,Zebra finch,Taeniopygia guttata,Y,,,Bird,A,lab,AV,non-breeding,within,1 hour,0.083333333,during,Blank,F,A,39,39,39,39,130,274,Behaviour,AntiPredator,Vigilance,proportion of time vigilant,1,1,0.0545,-0.3894,0.4985,0.051301,"means and SE from figure 3d, ES calculator",74.71483,16.73198,,80.10139,15.27702,,,,,,,,,,,,,,,,,,,,,,,"moderate risk treatment = control (i.e., the same as predator presation minus the cues of predation). Low risk = different context (cover location)."
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,14 days,14,during,NonPred,F,A,29,18,15,14,104,275,Behaviour,ParentalCare,Incubation,parental care: incubation effort (min/day),-1,1,0.077,-1.034,1.189,,"Table 1, standardized estimtae",,,,,,,,,,,,,0.077,0.567091837,,-1.034,1.189,,,,,,,,,,,
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,N,Field,AV,breeding,among,14 days,14,during,NonPred,F,A,32,32,18,14,104,275,Behaviour,ParentalCare,Incubation,parental care: incubation effort (min/day),-1,1,0.218,-0.898,1.334,,"Table 1, standardized estimtae",,,,,,,,,,,,,0.218,0.569387755,,-0.898,1.334,,,,,,,,,,,
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,14 days,14,during,NonPred,F,A,29,18,15,14,104,276,LifeHistory,reproduction,Nestlings,brood mass,-1,1,0.09,-0.096,0.276,,"Table 2, standardized estimate",,,,,,,,,,,,,0.09,0.094897959,,-0.096,0.276,,,,,,,,,,,
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,N,Field,AV,breeding,among,14 days,14,during,NonPred,F,A,32,32,18,14,104,276,LifeHistory,reproduction,Nestlings,brood mass,-1,1,0.11,-0.085,0.304,,"Table 2, standarized estiamte",,,,,,,,,,,,,0.11,0.099234694,,-0.085,0.304,,,,,,,,,,,
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,sparrowhawk,Accipiter nisus,Bird,A,Field,AV,breeding,among,14 days,14,during,NonPred,M,A,29,18,15,14,104,277,Behaviour,ParentalCare,Incubation,foraging: incubation feeding of female,-1,1,0.307,-1.217,1.831,,standardized estimate in text,,,,,,,,,,,,,0.307,0.77755102,,-1.217,1.831,,,,,,,,,,,
Shinichi,216,KJM,Basso,2015,Great tit,Parus major,N,short-tailed weasel,Mustela erminea,Mammal,N,Field,AV,breeding,among,14 days,14,during,NonPred,M,A,32,32,18,14,104,277,Behaviour,ParentalCare,Incubation,foraging: incubation feeding of female,-1,1,-0.265,-1.9,1.369,,standardized estimate in text,,,,,,,,,,,,,-0.265,0.833928571,,-1.9,1.369,,,,,,,,,,,
y,222,KJM,Schmidt,2013,Veery ,Catharus fuscescens,N,Barred owl,Strix varia,Bird,A,Field,A,breeding,within,75 minutes,0.104166667,during,mix,M,A,52,52,26,26,124,278,Behaviour,CostlyBehaviours,Courtship,courtship: singing rate,-1,1,-0.433,-0.9829,0.1169,0.078726,means and se in main text,134.7,17,,176.3,21.2,,,,,,,,,,,,,,1.86,,,,,,,,0.081,
y,232,KJM,Mouton,2020,Dark-eyed junco,Junco hyemalis,N,Red squirrel,Tamiasciurus hudsonicus,Mammal,N,Field,A,breeding,among,not explicit. Assume for nesting/incubation/provisioning,35,during,NonPred,both,A,39,39,24,15,121,279,Behaviour,ParentalCare,Provisioning,provisioning rate (feeds/hour/nestling),-1,1,-0.7083,0.0443,1.3723,0.114765,exact p-value,,,,,,,,,,,,,-0.373,,,,,,,,,,,,,,0.038,
y,232,KJM,Mouton,2020,Dark-eyed junco,Junco hyemalis,N,Red squirrel,Tamiasciurus hudsonicus,Mammal,N,Field,A,breeding,among,not explicit. Assume for nesting/incubation/provisioning,35,during,NonPred,both,A,39,39,24,15,121,280,Physiology,Condition,Growth,growth of nestling (maximimum wing length),-1,1,-0.8397,-1.5112,0.1682,0.117374,exact p-value,,,,,,,,,,,,,-0.027,,,,,,,,,,,,,,0.015,
y,232,KJM,Mouton,2020,Dark-eyed junco,Junco hyemalis,N,Red squirrel,Tamiasciurus hudsonicus,Mammal,N,Field,A,breeding,among,not explicit. Assume for nesting/incubation/provisioning,35,during,NonPred,both,A,39,39,24,15,121,280,LifeHistory,Phenology,DevelopmentalTime,age at fledging,1,1,0.4208,-0.231,1.0727,0.110604,exact p-value,,,,,,,,,,,,,1.186,,,,,,,,,,,,,,0.209,
y,273,KJM,Santema,2021,Blue tit,Cyanistes caeruleus,Y,,,Bird,A,Field,V,breeding,among,3-4 days,3.5,during,NonPred,both,N,595,595,293,302,118,281,LifeHistory,Phenology,DevelopmentalTime,age at fledging,1,1,0.0952,-0.0656,0.256,0.0067,means and sd from text,20.6,,1,20.7,1.1,,,,,,,,,,,,,,0.72,,,,,,,,0.47,
y,276,KJM,Forsman,2013,yellowhammer,Emberiza citrinella,N,American mink,Neovison vison,Mammal,N,Field,O,breeding,among,1 month,30,during,disturbance,both,A,44,44,22,22,105,282,Behaviour,AntiPredator,Avoidance,settlement: density of breeding pairs,1,-1,0.5183,-0.0825,1.1191,0.094,t statistic,,,,,,,,,,,,,,,,,,,1.719,,,,,,,,0.116,
y,298,KJM,Blackwell,2020,European starling,Sturnus vulgaris,N,Raccoon,Procyon lotor,Mammal,N,Field,O,breeding,among,not explicit. Assume for nesting/incubation/provisioning,35,during,disturbance,both,A,54,54,26,28,106,283,Behaviour,AntiPredator,Avoidance,probability of building a nest,1,-1,-0.1258,-0.6429,0.3912,0.069589,"raw data (26/40 nests Pred, 28/40 nests control)",0.7,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,
y,298,KJM,Blackwell,2020,European starling,Sturnus vulgaris,N,Raccoon,Procyon lotor,Mammal,N,Field,O,breeding,among,not explicit. Assume for nesting/incubation/provisioning,35,during,disturbance,F,A,54,54,26,28,106,284,LifeHistory,reproduction,ClutchSize,clutch size,-1,1,0.15,-0.375,0.6943,0.0744,means and sd from table 1,4.6,,1.3,4.8,,1.2,,,,,,,,,,,,,,,,,,,,,,
y,368,KJM,Roth,2008,House finch,Haemorhous mexicanus,N,domestic cat,Felus catus,Mammal,A,Lab,O,non-breeding,among,30 minutes,0.041666667,during,NonPred,both,A,34,34,17,17,133,285,Behaviour,Intake,Foraging,latency to feed,-1,-1,-0.2463,-0.9211,0.4286,0.118539,exact p-value,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478,
y,368,KJM,Roth,2008,House finch,Haemorhous mexicanus,N,domestic cat,Felus catus,Mammal,A,Lab,O,non-breeding,among,30 minutes,0.041666667,during,NonPred,both,A,34,34,17,17,133,285,Behaviour,Intake,Foraging,foraging: time at feeder,-1,1,0.2989,-0.3771,0.9749,0.118961,exact p-value,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,
y,368,KJM,Roth,2008,House finch,Haemorhous mexicanus,N,domestic cat,Felus catus,Mammal,A,Lab,O,non-breeding,among,30 minutes,0.041666667,during,NonPred,both,A,34,34,17,17,133,286,Behaviour,AntiPredator,Vigilance,inspection: time on  cup holding scent,1,1,-0.2318,-0.9063,0.4427,0.118437,exact p-value,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,
y,368,KJM,Roth,2008,House finch,Haemorhous mexicanus,N,domestic cat,Felus catus,Mammal,A,Lab,O,non-breeding,among,30 minutes,0.041666667,during,NonPred,both,A,34,34,17,17,133,286,Behaviour,AntiPredator,Vigilance,vigilance rate,1,1,0.302,-0.3741,0.9781,0.118988,means and se from Fig 4 (6-25 minutes),0.132379,0.964222,,1.046512,0.963526,,,,,,,,,,,,,,,,,,,,,,,
y,368,KJM,Roth,2008,House finch,Haemorhous mexicanus,N,domestic cat,Felus catus,Mammal,A,Lab,O,non-breeding,among,30 minutes,0.041666667,during,NonPred,both,A,34,34,17,17,133,286,Behaviour,AntiPredator,Vigilance,vigilance rate,1,1,0.2105,-0.4636,0.8847,0.118299,means and se from Fig 4 (1-5 minutes),-0.45617,0.292188,,-0.28086,0.036027,,,,,,,,,,,,,,,,,,,,,,,
y,377,KJM,Saavedra,2019,Blue tit,Cyanistes caeruleus,N,Ferret,Mustela furo,Mammal,N,Field,O,breeding,among,entire laying period,14,during,disturbance,F,A,28,28,14,14,134,287,Behaviour,AntiPredator,Avoidance,"egg covering, control = water",1,1,0.5903,-0.1665,1.347,0.149079,,44.33,6.13,,57.27,6.03,,,,,,,,,,,,,,,,,,,,,,,
y,377,KJM,Saavedra,2019,Blue tit,Cyanistes caeruleus,N,Ferret,Mustela furo,Mammal,N,Field,O,breeding,among,entire laying period,14,during,disturbance,F,A,28,28,14,14,134,287,Behaviour,AntiPredator,Avoidance,"egg covering, control = lemon scent",1,1,0.6436,-0.1162,1.4033,0.150254,mean and se from text,41.39,7.57,,57.27,6.03,,,,,,,,,,,,,,,,,,,,,,,
y,439,KJM,Swift,2015,American crow,Corvus brachyrhynchos,N,red-tailed hawk,Buteo jamaicensis,Bird,A,Field,V,non-breeding,among,30 minutes,0.041666667,during,disturbance,both,A,46,46,34,12,126,288,Behaviour,AntiPredator,Mobbing,probability of mobbing behaviour,1,1,1.8469,0.7202,2.9736,0.330461,calculated from raw data (provided in text),,,,,,,,,,,,,,,,,,,,,,,,,,,,
y,439,KJM,Swift,2015,American crow,Corvus brachyrhynchos,N,red-tailed hawk,Buteo jamaicensis,Bird,A,Field,V,non-breeding,among,30 minutes,0.041666667,during,disturbance,both,A,46,46,34,12,126,289,Behaviour,Intake,Foraging,probability of returning to feed,-1,1,-0.4179,-0.779,0.0568,0.0339,"calculated exact p-value from raw data (provided in text): 29 out of 29 control resumed feeding, 94 out of 101 treatment resumed feeding.",,,,,,,,,,,,,,,,,,,,,,,,5.055,,,0.0246,
y,457,KJM,Magrath,2012,Superb fairy-wren,Malurus cyaneus,N,,,NS,,Field,A,breeding,among,10 minutes,0.013888889,during,NonPred,both,A,60,60,30,30,131,290,Behaviour,AntiPredator,Avoidance,probability of fleeing,1,1,4.0397,2.2776,5.3033,0.415677,"raw data is 60/60 fled with conspecific alarms, 0/60 fled with heterospecific contact calls",0.025,,,0.975,,,,,,,,,,,,,,,,,,,,,,,,
y,691,KJM,Schneider,2015,Brown thornbill,Acanthiza pusilla,N,collared sparrowhawk,Accipiter cirrhocephalus,Bird,A,Field,AV,breeding,within,45 minutes,0.0625,during,NonPred,both,A,22,44,22,22,125,292,Behaviour,ParentalCare,Provisioning,provisioning rate,-1,1,-0.6418,-1.2478,-0.0358,0.09559,estimate and se in table 1,3.7,0.85,,1.2,0.85,,,,,,,,,,,,,,-2.9,,,,,,,,0.004,
y,691,KJM,Schneider,2015,Brown thornbill,Acanthiza pusilla,N,grey currawong,Strepera versicolor,Bird,N,Field,AV,breeding,within,45 minutes,0.0625,during,NonPred,both,A,22,44,22,22,125,292,Behaviour,ParentalCare,Provisioning,provisioning rate,-1,1,-0.6418,-1.2478,-0.0358,0.09559,estimate and se in table 1,3.7,0.85,,1.2,0.85,,,,,,,,,,,,,,-3,,,,,,,,0.003,
y,691,KJM,Schneider,2015,Brown thornbill,Acanthiza pusilla,N,collared sparrowhawk,Accipiter cirrhocephalus,Bird,A,Field,AV,breeding,within,45 minutes,0.0625,during,NonPred,both,A,22,44,22,22,125,293,Behaviour,AntiPredator,Mobbing,alarm calling: number of calls per 45 min,1,1,1.9214,1.207,2.6358,0.13286,estimate and se in main text,40.8,7.7,,222.2,28.1,,,,,,,,,,,,,,,,,,,,,,,
y,691,KJM,Schneider,2015,Brown thornbill,Acanthiza pusilla,N,grey currawong,Strepera versicolor,Bird,N,Field,AV,breeding,within,45 minutes,0.0625,during,NonPred,both,A,22,44,22,22,125,293,Behaviour,AntiPredator,Mobbing,alarm calling: number of calls per 45 min,1,1,0.9225,0.3009,1.5441,0.100579,estimate and se in main text,40.1,7.7,,151.9,36.6,,,,,,,,,,,,,,,,,,,,,,,
y,700,KJM,Martinez,2021,Bluish-slate antshrike,Thamnomanes schisogynus,N,,,NS,,Field,A,non-breeding,among,30 seconds,0.000694444,during,NonPred,both,A,16,16,8,8,132,294,Behaviour,AntiPredator,Vigilance,latency to respond to treatment,1,-1,-0.9553,-1.9896,0.0791,0.2785,calculated from raw data,30,,0,21.125,,13.13868,,,,,,,,,,,,,,,,,,,,,,
y,770,KJM,Schaef,2012,Hooded warbler,Setophaga citrina,N,Blue Jay,Cyanocitta cristata,Bird,N,Field,A,breeding,within,10.5 minutes,0.014583333,during,NonPred,F,A,12,24,12,12,123,295,Behaviour,ParentalCare,Incubation,latencency to resume incubation,-1,-1,-0.1808,-0.9826,0.621,0.167347,means and se from Fig 1,10.85861,1.892031,,9.891465,11.357326,,,,,,,,,,,,,,,,,,,,,,,
